id,code,head_station_sign_off_duration,head_station_sign_on_duration,name,number_of_beds,out_station_sign_off_duration,out_station_sign_on_duration
4496,"RLR",30,30,"RAILA ROAD",1,30,30
4497,"ROS",30,30,"RAJOSI",1,30,30
4498,"RPI",30,30,"RUPAHELI",1,30,30
4499,"RPZ",30,30,"RANAPRATAPNAGAR",1,30,30
4500,"SDH",30,30,"SARADHNA",1,30,30
4501,"SES",30,30,"SEMARI",1,30,30
4502,"SEU",30,30,"SENDRA",1,30,30
4503,"SGW",30,30,"SINGWAL",1,30,30
4504,"SIM",30,30,"SHRI AMIRGADH",1,30,30
4505,"SJS",30,30,"SHAMLAJI ROAD",1,30,30
4506,"SNYN",30,30,"SONIANA",1,30,30
4507,"SOD",30,30,"SOJAT ROAD",1,30,30
4508,"SOH",30,30,"SIROHI ROAD",1,30,30
4509,"SOS",30,30,"SOMESAR",1,30,30
4510,"SRPJ",30,30,"SWARUPGANJ",1,30,30
4511,"SSR",30,30,"SARERI",1,30,30
4512,"SZA",30,30,"SAROTRA ROAD",1,30,30
4513,"SZK",30,30,"SUR KHAND KA KHERA",1,30,30
4514,"TMGN",30,30,"THAMLA MOGANA",1,30,30
4515,"UDZ",30,30,"UDAIPUR CITY",1,30,30
4516,"UMRA",30,30,"UMRA",1,30,30
4517,"VBN",30,30,"VALLABHNAGAR",1,30,30
4518,"VRV",30,30,"VIRAVADA",1,30,30
4519,"ZW",30,30,"ZAWAR",1,30,30
4520,"ADR",30,30,"MANDI ADAMPUR",1,30,30
4521,"AMPR",30,30,"AMARPURA RATHAN",1,30,30
4522,"APH",30,30,"ANUPGARH",1,30,30
4523,"AS",30,30,"ARJANSAR",1,30,30
4524,"ASLU",30,30,"ASLU",1,30,30
4525,"AUN",30,30,"AURANG NAGAR",1,30,30
4526,"BAF",30,30,"BAP",1,30,30
4527,"BDSW",30,30,"BUDHSINGHWALA",1,30,30
4528,"BDWL",30,30,"BIRADHWAL",1,30,30
4529,"BECN",30,30,"BIKANER EAST",1,30,30
4530,"BGD",30,30,"BARA GUDAH",1,30,30
4531,"BGRM",30,30,"BIGGABAS RAMSARA",1,30,30
4532,"BHT",30,30,"BHATTU",1,30,30
4533,"BIGA",30,30,"BIGGA",1,30,30
4534,"BJKN",30,30,"BAJEKAN",1,30,30
4535,"BJWS",30,30,"BOJAWAS",1,30,30
4536,"BKN",30,30,"BIKANER JN",1,30,30
4537,"BLSR",30,30,"BELASAR",1,30,30
4538,"BMK",30,30,"BIRANG KHERA",1,30,30
4539,"BMLL",30,30,"BAMLA",1,30,30
4540,"BMNL",30,30,"BAMAN WALI HALT",1,30,30
4541,"BNLS",30,30,"BANGI NIHALSNGH",1,30,30
4542,"BNSR",30,30,"BHAGWAN SAR",1,30,30
4543,"BNW",30,30,"BHIWANI",1,30,30
4544,"BNWC",30,30,"BHIWANI CITY",1,30,30
4545,"BROR",30,30,"BERORE",1,30,30
4546,"BS",30,30,"BANISAR",1,30,30
4547,"BTIA",30,30,"BATHINDA A CABIN",1,30,30
4548,"BTIB",30,30,"BHATINDA B CABIN",1,30,30
4549,"BUGL",30,30,"BUGLANWALI",1,30,30
4550,"BUGY",30,30,"BUGIA HALT",1,30,30
4551,"BVZ",30,30,"NALOI BARWA",1,30,30
4552,"BWB",30,30,"BAGWALI",1,30,30
4553,"BWBN",30,30,"BEWAR BHOJAN",1,30,30
4554,"BWC",30,30,"BANWALI",1,30,30
4555,"BWK",30,30,"BAWANI KHERA",1,30,30
4556,"CKD",30,30,"CHARKHI DADRI",1,30,30
4557,"CRW",30,30,"CHARAUD",1,30,30
4558,"CUR",30,30,"CHURU",1,30,30
4559,"DABN",30,30,"DHABAN",1,30,30
4560,"DBI",30,30,"DABLI RATHAN",1,30,30
4561,"DEP",30,30,"DEPALSAR",1,30,30
4562,"DHRR",30,30,"DHIRERA",1,30,30
4563,"DING",30,30,"DING",1,30,30
4564,"DKWA",30,30,"DOKWA",1,30,30
4565,"DKX",30,30,"DUDHWAKHARA",1,30,30
4566,"DLC",30,30,"DALMERA",1,30,30
4567,"DPK",30,30,"DHOLIPAL",1,30,30
4568,"DPT",30,30,"DALPAT SINGHPUR",1,30,30
4569,"DTRD",30,30,"DIYATRAROAD",1,30,30
4570,"DUS",30,30,"DULRASAR",1,30,30
4571,"DZB",30,30,"DAHINA ZAINABAD",1,30,30
4572,"DZL",30,30,"DHANA LADANPUR",1,30,30
4573,"FGH",30,30,"FATEHGARH HRYNA",1,30,30
4574,"FSW",30,30,"FATEH SINGHWALA",1,30,30
4575,"GDW",30,30,"GADHWALA",1,30,30
4576,"GHB",30,30,"GAHRI BHAGI",1,30,30
4577,"GJN",30,30,"GAJNER",1,30,30
4578,"GJS",30,30,"GAJSINGHPUR",1,30,30
4579,"GLKN",30,30,"GUGALWA KIRTAN",1,30,30
4580,"GOZ",30,30,"GOLSAR",1,30,30
4581,"GRKA",30,30,"GURHA KEMLA",1,30,30
4582,"GSW",30,30,"GURSAR SHNEWALA",1,30,30
4583,"HLW",30,30,"HIRNAWALI",1,30,30
4584,"HMH",30,30,"HANUMANGARH JN",1,30,30
4585,"HNS",30,30,"HANSI",1,30,30
4586,"HR",30,30,"HARPALU",1,30,30
4587,"HSR",30,30,"HISAR",1,30,30
4588,"HYL",30,30,"HADYAL",1,30,30
4589,"JDL",30,30,"JAGDEVWALA",1,30,30
4590,"JES",30,30,"JAITSAR",1,30,30
4591,"JKHI",30,30,"JAKHODLKHERA",1,30,30
4592,"JKZ",30,30,"JITAKHERI",1,30,30
4593,"JMS",30,30,"JAMSAR",1,30,30
4594,"JOH",30,30,"JUHARPURA",1,30,30
4595,"JOK",30,30,"JODHKA",1,30,30
4596,"JRKN",30,30,"JORKIAN",1,30,30
4597,"JRL",30,30,"JHARILI",1,30,30
4598,"JTS",30,30,"JATUSANA",1,30,30
4599,"JUP",30,30,"JHUNPA",1,30,30
4600,"KBKN",30,30,"KHABRA KALAN",1,30,30
4601,"KDHN",30,30,"KANDHARAN HALT",1,30,30
4602,"KESR",30,30,"KESRI SINGHPUR",1,30,30
4603,"KGBS",30,30,"KISHENGARH BLWS",1,30,30
4604,"KHRK",30,30,"KHARAK",1,30,30
4605,"KLNK",30,30,"KALANAUR KALAN",1,30,30
4606,"KLSP",30,30,"KUSHALPURA",1,30,30
4607,"KLYN",30,30,"KHILERIYAN",1,30,30
4608,"KLYT",30,30,"KOLAYAT",1,30,30
4609,"KNL",30,30,"KALANWALI",1,30,30
4610,"KNNK",30,30,"KANINA KHAS",1,30,30
4611,"KNSR",30,30,"KANASAR",1,30,30
4612,"KSI",30,30,"KOSLI",1,30,30
4613,"KYNT",30,30,"KALYANKOT",1,30,30
4614,"LGH",30,30,"LALGARH JN",1,30,30
4615,"LHLL",30,30,"LAHLI",1,30,30
4616,"LHU",30,30,"LOHARU",1,30,30
4617,"LKS",30,30,"LUNKARANSAR",1,30,30
4618,"LSE",30,30,"LASERI",1,30,30
4619,"MAAR",30,30,"MALHAR",1,30,30
4620,"MAYR",30,30,"MAYAR",1,30,30
4621,"MBY",30,30,"MANDI DABWALI",1,30,30
4622,"MELH",30,30,"MELUSAR",1,30,30
4623,"MHBD",30,30,"MOHANBARI",1,30,30
4624,"MHJ",30,30,"MAHAJAN",1,30,30
4625,"MHRG",30,30,"MAHENDRAGARH",1,30,30
4626,"MHU",30,30,"MANHERU",1,30,30
4627,"MHUL",30,30,"MEHUWALA HALT",1,30,30
4628,"MIO",30,30,"MOLISAR",1,30,30
4629,"MKBH",30,30,"MANWALA KOT BAK",1,30,30
4630,"MLC",30,30,"MALKISAR",1,30,30
4631,"MNGR",30,30,"MOHAN NAGAR",1,30,30
4632,"MNSR",30,30,"MANAKSAR",1,30,30
4633,"MSWA",30,30,"MASANIWALA",1,30,30
4634,"NAL",30,30,"NAL",1,30,30
4635,"NAWN",30,30,"NAWAN",1,30,30
4636,"NDRT",30,30,"NANGAL DEGROTA",1,30,30
4637,"NKN",30,30,"NYOLI KALAN",1,30,30
4638,"NKRA",30,30,"NOKHRA",1,30,30
4639,"NLQ",30,30,"NANGAL PATHANI HALT",1,30,30
4640,"NNU",30,30,"NANGAL MUNDI",1,30,30
4641,"NOA",30,30,"NOSARIA",1,30,30
4642,"NPS",30,30,"NAPASAR",1,30,30
4643,"NTZ",30,30,"NATHWANA",1,30,30
4644,"NWN",30,30,"NANWAN",1,30,30
4645,"PGK",30,30,"PILI BANGAN",1,30,30
4646,"PIRN",30,30,"PIPERAN",1,30,30
4647,"PRUR",30,30,"PRITHWIRAJPUR",1,30,30
4648,"PSV",30,30,"PARSNEU",1,30,30
4649,"PTRL",30,30,"PATHRALA",1,30,30
4650,"PUW",30,30,"PATUWAS MEHRANA",1,30,30
4651,"PVZ",30,30,"PARVEZPUR",1,30,30
4652,"PYI",30,30,"PAYLI HALT",1,30,30
4653,"RGNH",30,30,"RAGHUNATHGARH",1,30,30
4654,"RJR",30,30,"RAJALDESAR",1,30,30
4655,"RJS",30,30,"RAJIYASAR",1,30,30
4656,"RKK",30,30,"RATANGRH KNKWAL",1,30,30
4657,"RMB",30,30,"RAMPURA BERI",1,30,30
4658,"RMH",30,30,"RANGMAHAL",1,30,30
4659,"RMN",30,30,"RAMAN",1,30,30
4660,"RMSR",30,30,"RAMSINGHPUR",1,30,30
4661,"RSNR",30,30,"RAI SINGH NAGAR",1,30,30
4662,"RTGH",30,30,"RATANGARH JN",1,30,30
4663,"RXW",30,30,"RATANGARH WEST",1,30,30
4664,"SAWN",30,30,"SOHANSRA",1,30,30
4665,"SBNR",30,30,"SHRI VIJAINAGAR",1,30,30
4666,"SCV",30,30,"SUKHCHAIN",1,30,30
4667,"SDF",30,30,"SUDSAR",1,30,30
4668,"SDGH",30,30,"SRI DUNGARGARH",1,30,30
4669,"SDLP",30,30,"SADULPUR JN",1,30,30
4670,"SDRA",30,30,"SUDHARANA",1,30,30
4671,"SDS",30,30,"SADULSHAHR",1,30,30
4672,"SGA",30,30,"SHERGARH",1,30,30
4673,"SGF",30,30,"SANGAT",1,30,30
4674,"SGNR",30,30,"SHRI GANGANAGAR",1,30,30
4675,"SGRA",30,30,"SANGARIA",1,30,30
4676,"SHN",30,30,"SUCHAN KOTLI",1,30,30
4677,"SHWL",30,30,"SAHUWALA",1,30,30
4678,"SIRD",30,30,"SIRD",1,30,30
4679,"SMNN",30,30,"SHRI MAKRI NATH NAGA",1,30,30
4680,"SOG",30,30,"SURATGARH JN",1,30,30
4681,"SRDR",30,30,"SARDARSHAHR",1,30,30
4682,"SRPR",30,30,"SARUPSAR JN",1,30,30
4683,"SRSL",30,30,"SIRSALA",1,30,30
4684,"SRW",30,30,"SHRI KARANPUR",1,30,30
4685,"SRZ",30,30,"SARDARGARH",1,30,30
4686,"SSA",30,30,"SIRSA",1,30,30
4687,"STD",30,30,"SATROD",1,30,30
4688,"STNL",30,30,"SATNALI",1,30,30
4689,"STNR",30,30,"SITALNAGAR",1,30,30
4690,"SUI",30,30,"SUI",1,30,30
4691,"SURP",30,30,"SURATPURA",1,30,30
4692,"SWNI",30,30,"SIWANI",1,30,30
4693,"UDS",30,30,"UDASAR",1,30,30
4694,"ZP",30,30,"ZARPUR PALI",1,30,30
4695,"ZPR",30,30,"ZORAWAR PURA HALT",1,30,30
4696,"AEL",30,30,"ATELI",1,30,30
4697,"AIA",30,30,"AJARAKA",1,30,30
4698,"AMRI",30,30,"ANAJ MANDI",1,30,30
4699,"APJ",30,30,"AMARPUR JORASI",1,30,30
4700,"ARNA",30,30,"ARNIA",1,30,30
4701,"AWR",30,30,"ALWAR",1,30,30
4702,"BAGA",30,30,"BHAGEGA",1,30,30
4703,"BAI",30,30,"BASSI",1,30,30
4704,"BAK",30,30,"BHAN KARI",1,30,30
4705,"BDHL",30,30,"BADHAL",1,30,30
4706,"BDYK",30,30,"BINDAYAKA",1,30,30
4707,"BHG",30,30,"BHATON KI GALI",1,30,30
4708,"BILA",30,30,"BHESLANA",1,30,30
4709,"BKI",30,30,"BANDIKUI JN",1,30,30
4710,"BNLW",30,30,"BANSTHALI NIWAI",1,30,30
4711,"BNWS",30,30,"BHANWASA",1,30,30
4712,"BOBS",30,30,"BOBAS",1,30,30
4713,"BOTI",30,30,"BAORI THIKRIA",1,30,30
4714,"BOTR",30,30,"BHAVDHARI",1,30,30
4715,"BSGD",30,30,"BAIS GODAM",1,30,30
4716,"BSKO",30,30,"BANSKHO",1,30,30
4717,"BU",30,30,"BASWA",1,30,30
4718,"BUB",30,30,"BISSAU",1,30,30
4719,"BWL",30,30,"BAWAL",1,30,30
4720,"BWPL",30,30,"BALWANT PURA CHELASI",1,30,30
4721,"CHNN",30,30,"CHANNANI",1,30,30
4722,"CKB",30,30,"CHAUTH KA BRWRA",1,30,30
4723,"CKS",30,30,"CHAKSU",1,30,30
4724,"COD",30,30,"CHHOTA GUDHA",1,30,30
4725,"COM",30,30,"CHOMUN SAMOD",1,30,30
4726,"CRWA",30,30,"CHIRAWA",1,30,30
4727,"DBLA",30,30,"DABLA",1,30,30
4728,"DGW",30,30,"DHIGAWARA",1,30,30
4729,"DHND",30,30,"DHINDA",1,30,30
4730,"DKBJ",30,30,"DAHAR KA BALAJI",1,30,30
4731,"DNK",30,30,"DHANAKYA",1,30,30
4732,"DO",30,30,"DAUSA",1,30,30
4733,"DOB",30,30,"DUNDLOD MKDGRH",1,30,30
4734,"DPA",30,30,"DURGAPURA",1,30,30
4735,"DPZ",30,30,"DEVPURA",1,30,30
4736,"DTRA",30,30,"DANTRA",1,30,30
4737,"FL",30,30,"PHULERA JN",1,30,30
4738,"FPS",30,30,"FATEHPUR SKHWTI",1,30,30
4739,"GADJ",30,30,"GANDHINAGAR JPR",1,30,30
4740,"GAL",30,30,"GHATLA",1,30,30
4741,"GEK",30,30,"GEGAL AKHRI",1,30,30
4742,"GIO",30,30,"GORIYAN",1,30,30
4743,"GLNA",30,30,"GULANA",1,30,30
4744,"GLTA",30,30,"GAHLOTA",1,30,30
4745,"GND",30,30,"GOVINDGARH MALK",1,30,30
4746,"GTJT",30,30,"GETOR JAGATPURA",1,30,30
4747,"HDA",30,30,"HIRNODA",1,30,30
4748,"HSI",30,30,"HARSAULI",1,30,30
4749,"ISA",30,30,"ISARDA",1,30,30
4750,"JDD",30,30,"JERTHI DADHIA",1,30,30
4751,"JHIR",30,30,"JHIR",1,30,30
4752,"JJN",30,30,"JHUNJHUNUN",1,30,30
4753,"JLLO",30,30,"JHILO",1,30,30
4754,"JOB",30,30,"ASALPUR JOBNER",1,30,30
4755,"JP",30,30,"JAIPUR",1,30,30
4756,"JW",30,30,"JATWARA",1,30,30
4757,"KAWT",30,30,"KANWAT",1,30,30
4758,"KHRA",30,30,"KHACHERA",1,30,30
4759,"KKU",30,30,"KANAKPURA",1,30,30
4760,"KMNP",30,30,"KISHAN MANPURA",1,30,30
4761,"KNAR",30,30,"KHANPUR AHIR",1,30,30
4762,"KNDL",30,30,"KHANDEL",1,30,30
4763,"KNGT",30,30,"KARNAWAS",1,30,30
4764,"KORI",30,30,"KHORI",1,30,30
4765,"KRH",30,30,"KHAIRTHAL",1,30,30
4766,"KSG",30,30,"KISHANGARH",1,30,30
4767,"KTWS",30,30,"KATHUWAS",1,30,30
4768,"KUND",30,30,"KUND",1,30,30
4769,"KUT",30,30,"KANAUTA",1,30,30
4770,"KVGM",30,30,"KOLVAGRAM",1,30,30
4771,"KWP",30,30,"KHATIPURA",1,30,30
4772,"LHW",30,30,"LOHARWARA",1,30,30
4773,"LNH",30,30,"LACHHMANGARH SK",1,30,30
4774,"LR",30,30,"LADPURA",1,30,30
4775,"MADA",30,30,"MAONDA",1,30,30
4776,"MBV",30,30,"MIRZAPUR BCHAUD",1,30,30
4777,"MJNL",30,30,"MAJRI NANGAL",1,30,30
4778,"MKH",30,30,"MALAKHERA",1,30,30
4779,"MNDV",30,30,"MANDAWARIYA",1,30,30
4780,"MNHA",30,30,"MINDHA",1,30,30
4781,"MWR",30,30,"MAHANSAR",1,30,30
4782,"MWW",30,30,"MAHWA",1,30,30
4783,"NDH",30,30,"NINDHAR BENAR",1,30,30
4784,"NIP",30,30,"NIZAMPUR",1,30,30
4785,"NMK",30,30,"NIM KA THANA",1,30,30
4786,"NNL",30,30,"NARNAUL",1,30,30
4787,"NRI",30,30,"NARAINA",1,30,30
4788,"NRKE",30,30,"NARI KHETRI",1,30,30
4789,"NUA",30,30,"NUA",1,30,30
4790,"NWH",30,30,"NAWALGARH",1,30,30
4791,"PALI",30,30,"PALI",1,30,30
4792,"PCMK",30,30,"PACHARMALIKPURA",1,30,30
4793,"PKBS",30,30,"PEEPLEE-KA-BAS",1,30,30
4794,"PLSN",30,30,"PALSANA",1,30,30
4795,"PSL",30,30,"PARISAL",1,30,30
4796,"QMRS",30,30,"KAYAMSAR",1,30,30
4797,"RDK",30,30,"RASHODPURA KHRI",1,30,30
4798,"RE",30,30,"REWARI",1,30,30
4799,"RGS",30,30,"RINGAS JN",1,30,30
4800,"RHG",30,30,"RAJGARH",1,30,30
4801,"RNIS",30,30,"RANOLISHISHU",1,30,30
4802,"RNW",30,30,"RENWAL",1,30,30
4803,"RSH",30,30,"RATAN SHAHR",1,30,30
4804,"RSWT",30,30,"RMGRH SHEKHWATI",1,30,30
4805,"SALI",30,30,"SALI",1,30,30
4806,"SAS",30,30,"SHDSPRA PADMPRA",1,30,30
4807,"SFE",30,30,"SANODIYA",1,30,30
4808,"SHNX",30,30,"SHEOSINGHPURA",1,30,30
4809,"SIKR",30,30,"SIKAR JN",1,30,30
4810,"SK",30,30,"SAKHUN",1,30,30
4811,"SMPR",30,30,"SHRI MADHOPUR",1,30,30
4812,"SNGN",30,30,"SANGANER",1,30,30
4813,"SNTH",30,30,"SONTHALIYA",1,30,30
4814,"SRAS",30,30,"SIRAS",1,30,30
4815,"SRGH",30,30,"SURAJGARH",1,30,30
4816,"SRRG",30,30,"SURERGOTH",1,30,30
4817,"SURL",30,30,"SURELI",1,30,30
4818,"TL",30,30,"TILONIYA",1,30,30
4819,"AAS",30,30,"ASRANADA",1,30,30
4820,"AJIT",30,30,"AJIT",1,30,30
4821,"ALAI",30,30,"ALAI",1,30,30
4822,"AQG",30,30,"ASHAPURA GOMAT",1,30,30
4823,"BANE",30,30,"BASNI",1,30,30
4824,"BARA",30,30,"BILARA",1,30,30
4825,"BAWA",30,30,"BALWARA",1,30,30
4826,"BBC",30,30,"BHACHHBAR",1,30,30
4827,"BCW",30,30,"BHAWI",1,30,30
4828,"BGKT",30,30,"BHAGAT KI KOTHI",1,30,30
4829,"BIPR",30,30,"BHEEMPURA",1,30,30
4830,"BISH",30,30,"BISHENGARH",1,30,30
4831,"BK",30,30,"BAKRA ROAD",1,30,30
4832,"BKC",30,30,"BHIKAMKOR",1,30,30
4833,"BLSD",30,30,"BALSAMAND",1,30,30
4834,"BLT",30,30,"BALOTRA JN",1,30,30
4835,"BME",30,30,"BARMER         ",1,30,30
4836,"BMQ",30,30,"BHIMARLAI",1,30,30
4837,"BMSN",30,30,"BAMSIN",1,30,30
4838,"BNO",30,30,"BANAR",1,30,30
4839,"BOM",30,30,"BOMADRA",1,30,30
4840,"BOW",30,30,"BORAWAR",1,30,30
4841,"BSDA",30,30,"BANIYA SANDA DH",1,30,30
4842,"BSRL",30,30,"BESROLI",1,30,30
4843,"BUT",30,30,"BAYTU",1,30,30
4844,"BWS",30,30,"BADWASI",1,30,30
4845,"CLO",30,30,"CHILO",1,30,30
4846,"CTKT",30,30,"CHHOTI KHATU",1,30,30
4847,"DGQ",30,30,"DUGDOL",1,30,30
4848,"DIA",30,30,"DIDWANA",1,30,30
4849,"DNA",30,30,"DEGANA JN",1,30,30
4850,"DOR",30,30,"DUNDARA",1,30,30
4851,"DQN",30,30,"DHANERA",1,30,30
4852,"DSL",30,30,"DESWAL",1,30,30
4853,"DSO",30,30,"DESHNOK",1,30,30
4854,"DUK",30,30,"DUDIA",1,30,30
4855,"GA",30,30,"GUDHA",1,30,30
4856,"GCH",30,30,"GACHHIPURA",1,30,30
4857,"GDD",30,30,"GADRA ROAD",1,30,30
4858,"GGY",30,30,"GAGARIYA",1,30,30
4859,"GOLE",30,30,"GOLE",1,30,30
4860,"GOTN",30,30,"GOTAN",1,30,30
4861,"GVMR",30,30,"GOVINDI MARWAR",1,30,30
4862,"HWT",30,30,"HANWANT",1,30,30
4863,"JAC",30,30,"JALSU",1,30,30
4864,"JACN",30,30,"JALSU NANAK",1,30,30
4865,"JARI",30,30,"JARI",1,30,30
4866,"JCH",30,30,"JETHA CHNDAN",1,30,30
4867,"JNE",30,30,"JANIYANA",1,30,30
4868,"JNX",30,30,"JAGNATHJI ROAD",1,30,30
4869,"JNZ",30,30,"JENAL",1,30,30
4870,"JOM",30,30,"JOGI MAGRA",1,30,30
4871,"JOR",30,30,"JALOR",1,30,30
4872,"JSA",30,30,"JASAI",1,30,30
4873,"JSD",30,30,"JAISINGDER",1,30,30
4874,"JSH",30,30,"JASWANTGARH",1,30,30
4875,"JSM",30,30,"JAISALMER",1,30,30
4876,"JU",30,30,"JODHPUR JN",1,30,30
4877,"JUCT",30,30,"JODHPUR CANTT",1,30,30
4878,"JWL",30,30,"JAJIWAL",1,30,30
4879,"KAI",30,30,"KAIRLA",1,30,30
4880,"KHTU",30,30,"KHATU",1,30,30
4881,"KHTX",30,30,"KHED TEMPLE HLT",1,30,30
4882,"KJW",30,30,"KHAJWANA",1,30,30
4883,"KKNA",30,30,"KHUNKHUNA",1,30,30
4884,"KMNC",30,30,"KUCHAMAN CITY",1,30,30
4885,"KOF",30,30,"MARWAR KORI",1,30,30
4886,"KQW",30,30,"KHEDULI",1,30,30
4887,"KRC",30,30,"KIRODA",1,30,30
4888,"KSW",30,30,"KHERI SALWA",1,30,30
4889,"KVA",30,30,"KAVAS",1,30,30
4890,"KXG",30,30,"KHARIA KHANGARH",1,30,30
4891,"LAU",30,30,"LADNUN",1,30,30
4892,"LDM",30,30,"LEDARMER",1,30,30
4893,"LOHA",30,30,"LOHA",1,30,30
4894,"LUNI",30,30,"LUNI JN",1,30,30
4895,"MBF",30,30,"MUNABAO",1,30,30
4896,"MBGA",30,30,"MARWAR BAGRA",1,30,30
4897,"MBNL",30,30,"MARWAR BHINMAL",1,30,30
4898,"MBSK",30,30,"MARWAR BALIA",1,30,30
4899,"MBT",30,30,"MARWAR BIRTHI",1,30,30
4900,"MBW",30,30,"MALWARA",1,30,30
4901,"MCPE",30,30,"MARWAR CHAPRI",1,30,30
4902,"MDB",30,30,"MANDOR",1,30,30
4903,"MDW",30,30,"MARWAR MUNDWA",1,30,30
4904,"MEC",30,30,"MERTA CITY",1,30,30
4905,"MKHR",30,30,"MARWAR KHARA",1,30,30
4906,"MKN",30,30,"MAKRANA JN",1,30,30
4907,"MKSR",30,30,"MOKALSAR",1,30,30
4908,"MMC",30,30,"MAHAMANDIR",1,30,30
4909,"MMY",30,30,"MARWAR MATHANYA",1,30,30
4910,"MNKB",30,30,"MIYONKA BARA",1,30,30
4911,"MON",30,30,"MODRAN",1,30,30
4912,"MSQ",30,30,"MARWAR RATANPRA",1,30,30
4913,"MTD",30,30,"MERTA ROAD JN",1,30,30
4914,"MWT",30,30,"MARWAR LOHWAT",1,30,30
4915,"NAC",30,30,"NAWA CITY",1,30,30
4916,"NGO",30,30,"NAGAUR",1,30,30
4917,"NOK",30,30,"NOKHA",1,30,30
4918,"NYK",30,30,"NAYA KHARADIA",1,30,30
4919,"OCH",30,30,"OBHANIYA CHACHE",1,30,30
4920,"OSN",30,30,"OSIYAN",1,30,30
4921,"PAE",30,30,"PALANA",1,30,30
4922,"PCY",30,30,"PIPAR CITY",1,30,30
4923,"PIH",30,30,"PARHIHARA",1,30,30
4924,"PLCJ",30,30,"PHALODI",1,30,30
4925,"PMY",30,30,"PALI MARWAR",1,30,30
4926,"POK",30,30,"POKRAN",1,30,30
4927,"PPR",30,30,"PIPAR ROAD JN",1,30,30
4928,"PRU",30,30,"PARLU",1,30,30
4929,"PW",30,30,"PIRWA",1,30,30
4930,"RDRA",30,30,"RAMDEVRA",1,30,30
4931,"REN",30,30,"REN",1,30,30
4932,"RHI",30,30,"RAKHI",1,30,30
4933,"RKB",30,30,"RAIKA BAGH",1,30,30
4934,"RKZ",30,30,"RAJKIAWAS",1,30,30
4935,"RMX",30,30,"RAMSAR",1,30,30
4936,"RNV",30,30,"RANIWARA",1,30,30
4937,"RT",30,30,"ROHAT",1,30,30
4938,"RXN",30,30,"RAMSAN",1,30,30
4939,"SBLJ",30,30,"SHRI BALAJI",1,30,30
4940,"SBLT",30,30,"SHRIBDRYA LATHI",1,30,30
4941,"SBR",30,30,"SAMBHAR LAKE",1,30,30
4942,"SILR",30,30,"SILARI",1,30,30
4943,"SMR",30,30,"SAMDHARI JN",1,30,30
4944,"SPO",30,30,"SURPURA",1,30,30
4945,"SRK",30,30,"SAMRAU",1,30,30
4946,"STSN",30,30,"SHAITANSINGHNGR",1,30,30
4947,"SUJH",30,30,"SUJANGARH",1,30,30
4948,"SUT",30,30,"SUTLANA",1,30,30
4949,"SVO",30,30,"SANVRAD",1,30,30
4950,"SWF",30,30,"SATHIN ROAD",1,30,30
4951,"SZ",30,30,"SALAWAS",1,30,30
4952,"THM",30,30,"THALYAT HAMIRA",1,30,30
4953,"THMR",30,30,"THATHANA MITHRI",1,30,30
4954,"TIW",30,30,"TIVARI",1,30,30
4955,"TLC",30,30,"TALCHHAPAR",1,30,30
4956,"TWL",30,30,"TILWARA",1,30,30
4957,"UMED",30,30,"UMED",1,30,30
4958,"UMS",30,30,"UDRAMSAR",1,30,30
4959,"UTL",30,30,"UTARLAI",1,30,30
4960,"AKAH",30,30,"ARATLAKATTA",1,30,30
4961,"AKP",30,30,"ANAKAPALLE",1,30,30
4962,"AKVD",30,30,"AKIVIDU",1,30,30
4963,"AL",30,30,"ATTILI",1,30,30
4964,"ANB",30,30,"AMMANABROLU",1,30,30
4965,"ANV",30,30,"ANNAVARAM",1,30,30
4966,"APL",30,30,"APPIKATLA",1,30,30
4967,"APT",30,30,"ANAPARTI",1,30,30
4968,"AVLI",30,30,"ARAVALLI",1,30,30
4969,"AXR",30,30,"ALLURU ROAD",1,30,30
4970,"BBPM",30,30,"BALABHADRAPURAM",1,30,30
4971,"BBRA",30,30,"BBRA",1,30,30
4972,"BMD",30,30,"BHIMADOLU",1,30,30
4973,"BMGM",30,30,"BRAHMANAGUDEM",1,30,30
4974,"BPP",30,30,"BAPATLA",1,30,30
4975,"BPY",30,30,"BADAMPUDI",1,30,30
4976,"BTTR",30,30,"BITRAGUNTA",1,30,30
4977,"BVL",30,30,"BIKKAVOLU",1,30,30
4978,"BVM",30,30,"BAYYAVARAM",1,30,30
4979,"BVRM",30,30,"BHIMAVARAM JN",1,30,30
4980,"BVRT",30,30,"BHIMAVARAM TOWN",1,30,30
4981,"BZA",30,30,"VIJAYAWADA JN",1,30,30
4982,"CCT",30,30,"KAKINADA TOWN",1,30,30
4983,"CEL",30,30,"CHEBROL",1,30,30
4984,"CJM",30,30,"CHINNA GANJAM",1,30,30
4985,"CKV",30,30,"CHERUKUVADA",1,30,30
4986,"CLU",30,30,"CHILAKALAPUDI",1,30,30
4987,"CLVR",30,30,"CHILUVUR",1,30,30
4988,"CLX",30,30,"CHIRALA",1,30,30
4989,"COA",30,30,"KAKINADA PORT",1,30,30
4990,"COAC",30,30,"COAC",1,30,30
4991,"CTPR",30,30,"CHINTA PARRU HALT",1,30,30
4992,"CU",30,30,"CHAGALLU",1,30,30
4993,"DEL",30,30,"DENDULURU",1,30,30
4994,"DGDG",30,30,"DURGADA GATE",1,30,30
4995,"DIG",30,30,"DUGGIRALA",1,30,30
